"location","device","filter","day","elapsed_time","n_readings","daily_mean_pm","daily_95_pm","daily_mean_rh","daily_mean_t"
"Pretoria, South Africa","AD00104","J0607",2022-09-27,23.6,70,38.4,47.9,24.2,33
"Tainan, Taiwan","AD00092","J0460",2022-09-27,23.7,72,15.7,29.6,40,38.7
"Tainan, Taiwan","AD00101","J0678",2022-09-27,23.7,72,15.6,31.3,40,38.9
"Amity University Noida, India","AD00088","J0578",2022-09-26,13,40,58,90.6,29.7,49.4
"Pretoria, South Africa","AD00103","J0660",2022-09-26,23.3,71,40.6,65.9,15.5,33.8
"Pretoria, South Africa","AD00104","J0607",2022-09-26,23.3,71,39.5,64.2,19.1,32.4
"Pretoria, South Africa","AD00103","J0660",2022-09-25,20.7,63,30.4,51.2,22.3,30.8
"Pretoria, South Africa","AD00104","J0607",2022-09-25,20.7,63,29.4,48.3,23.7,31.3
"Pretoria, South Africa","AD00103","J0660",2022-09-24,20.6,63,38.8,56.6,24.6,32.9
"Pretoria, South Africa","AD00104","J0607",2022-09-24,0,1,43.9,43.9,28.2,32
"Tainan, Taiwan","AD00092","J0499",2022-09-24,19.3,59,22.6,30.4,33.8,38.8
"Tainan, Taiwan","AD00101","J0681",2022-09-24,19.3,59,23.2,31.1,35.1,38.3
"Pretoria, South Africa","AD00103","J0660",2022-09-23,22.3,68,47.1,64.2,23.6,31.7
"Pretoria, South Africa","AD00104","J0607",2022-09-23,22.6,69,44.3,60,25.2,31.5
"Tainan, Taiwan","AD00092","J0499",2022-09-23,23.7,72,24,38.1,32.5,39.4
"Tainan, Taiwan","AD00101","J0681",2022-09-23,23.7,72,24.8,39.7,33.9,38.8
"Pretoria, South Africa","AD00103","J0660",2022-09-22,24,73,62.1,111.1,26.4,26.2
"Pretoria, South Africa","AD00104","J0607",2022-09-22,23.6,72,57.9,101,28.1,26.3
"Pretoria, South Africa","AD00103","J0660",2022-09-21,21.7,66,51.2,66,43.5,23.8
"Taichung, Taiwan","AD00094","J0601",2022-09-21,5.3,17,8.4,10.7,13,52.3
"Pretoria, South Africa","AD00103","J0660",2022-09-20,24,73,20.5,52.5,32.2,25.2
"Amity University Noida, India","AD00088","J0588",2022-09-19,15.7,48,80.4,102.1,29.5,48.1
"Taichung, Taiwan","AD00094","J0497",2022-09-19,6.7,21,34.6,42,11,57.2
"Tainan, Taiwan","AD00092","J0451",2022-09-19,21.7,66,47.4,58,43.7,36.6
"Tainan, Taiwan","AD00101","J0682",2022-09-19,18.3,56,48.5,59.5,41.1,38.1
"Tainan, Taiwan","AD00092","J0451",2022-09-18,24,74,33,54.9,38.5,38
"Tainan, Taiwan","AD00101","J0682",2022-09-18,24,73,33.9,57.1,37.4,38.8
"Tainan, Taiwan","AD00092","J0451",2022-09-17,23.7,73,27.1,44.6,38,38.7
"Tainan, Taiwan","AD00101","J0682",2022-09-17,23.7,72,28.1,46.9,37.2,39.4
"Taichung, Taiwan","AD00094","J0574",2022-09-15,0,1,28.4,28.4,18.8,48.6
"Amity University Noida, India","AD00088","J0517",2022-09-09,9.3,29,59.1,72.9,19.3,59.4
"Amity University Noida, India","AD00088","J0520",2022-09-05,15,46,25,50.5,22.1,54.5
"Sonipat, India","AD00096","J0648",2022-09-05,23.7,73,53.2,112.4,42.4,38.3
"Sonipat, India","AD00096","J0648",2022-09-04,23.7,73,26.7,52.1,42.6,37.7
"Sonipat, India","AD00096","J0648",2022-09-03,23.6,72,35.2,67.9,44.9,36.9
"Sonipat, India","AD00096","J0648",2022-09-02,24,73,58.8,144.7,41.4,39.7
"Sonipat, India","AD00096","J0648",2022-09-01,23.7,72,64.1,108.7,38.5,41.9
"Amity University Noida, India","AD00088","J0453",2022-08-31,2,7,26.1,31,28.3,50.3
"Taichung, Taiwan","AD00094","J0643",2022-08-30,5.3,17,24.6,40.2,18.4,54
"Tainan, Taiwan","AD00101","J0676",2022-08-27,20,61,7.8,11.4,41.7,40
"Amity University Noida, India","AD00088","J0013",2022-08-26,0,1,29.9,29.9,33.8,45.5
"Amity University Noida, India","AD00088","J0013",2022-08-25,0.7,3,18.1,21.1,28,48.6
"Tainan, Taiwan","AD00092","J0530",2022-08-24,21,63,5.1,14.2,41.5,37
"Taichung, Taiwan","AD00094","J0487",2022-08-23,7,22,9.4,17.7,17.6,53.1
"Tainan, Taiwan","AD00092","J0530",2022-08-23,23.7,72,10.7,30.5,42.6,38.6
"Taichung, Taiwan","AD00094","J0401",2022-08-22,0,1,4,4,29.7,43.6
"Tainan, Taiwan","AD00092","J0530",2022-08-22,23.7,72,5.5,9.1,43.4,39
"Tainan, Taiwan","AD00101","J0675",2022-08-22,3.7,12,2.9,3.6,27.5,46.1
"Tainan, Taiwan","AD00092","J0530",2022-08-21,24,62,3.2,7.3,39.8,39.4
"Tainan, Taiwan","AD00101","J0675",2022-08-21,24,69,2.8,6.7,40.4,39.6
"Tainan, Taiwan","AD00092","J0530",2022-08-20,23.7,73,13.2,20.6,38.3,40.1
"Tainan, Taiwan","AD00101","J0675",2022-08-20,23.7,72,13.5,20.5,39.8,40
"Amity University Noida, India","AD00088","J0452",2022-08-18,6,19,15.8,25.7,28.5,48.6
"Taichung, Taiwan","AD00094","J0488",2022-08-16,16,49,6.2,14.2,25.3,48.4
"Tainan, Taiwan","AD00101","J0677",2022-08-13,6,18,3.6,7.8,26.9,46.3
"Tainan, Taiwan","AD00101","J0677",2022-08-12,24,73,8.8,14.2,47.6,36.9
"Amity University Noida, India","AD00088","J0509",2022-08-11,13.7,42,2.9,5,47.9,37.9
"Taichung, Taiwan","AD00094","J0036",2022-08-11,23.3,41,8.6,16.5,26.7,47.4
"Tainan, Taiwan","AD00092","J0462",2022-08-11,7,22,6.4,11,32.2,43.1
"Tainan, Taiwan","AD00101","J0677",2022-08-11,23.7,72,6.2,10.2,48.6,36.7
"Amity University Noida, India","AD00088","J0509",2022-08-10,24,72,7.2,19.7,42.9,41.8
"Amity University Noida, India","AD00088","J0509",2022-08-09,23.7,73,37,65.7,45.3,42
"Tainan, Taiwan","AD00092","J0007",2022-08-08,11,34,10,13.3,31.1,42.8
"Sonipat, India","AD00096","J0030",2022-08-07,17.7,54,36.1,62.7,56.8,33.6
"Tainan, Taiwan","AD00092","J0007",2022-08-07,24,73,10.6,20.9,48.4,35.7
"Sonipat, India","AD00096","J0030",2022-08-06,23.7,72,61.5,103.4,51.1,37.3
"Tainan, Taiwan","AD00092","J0007",2022-08-06,23.7,72,9.4,16.7,46.5,37.2
"Sonipat, India","AD00096","J0030",2022-08-05,23.7,74,47.9,77.3,56.9,34.7
"Amity University Noida, India","AD00088","J0461",2022-07-27,19.6,65,7.2,21.4,51,40.9
"Amity University Noida, India","AD00088","J0461",2022-07-26,23.7,75,32.7,70.5,52.3,38.2
"Taichung, Taiwan","AD00094","J0401",2022-06-03,23,70,6.1,13.2,43.3,37.1
"Taichung, Taiwan","AD00094","J0389",2021-12-22,8,23,1.2,3.1,6.9,19.3
"Taichung, Taiwan","AD00094","J0389",2021-12-21,23,36,0.7,2.5,7.4,15.2
"Taichung, Taiwan","AD00094","J0389",2021-12-20,20.3,54,8.1,15.1,20.2,11
"Pretoria, South Africa","AD00103","D0598",2021-12-12,0.7,3,1.7,2.2,7.9,22.3
"Taichung, Taiwan","AD00094","D0901",2021-12-12,0.3,2,1.8,2,8.8,17
"Pretoria, South Africa","AD00103","D0598",2021-12-11,23.6,56,2.2,7.4,27.5,0.8
"Taichung, Taiwan","AD00094","D0901",2021-12-11,23.3,70,11.5,16.8,25.3,0.8
"Tainan, Taiwan","AD00101","J0005",2021-12-11,20.7,48,0.9,2.6,29,-0.7
"AASTU, Ethiopia","AD00093","D0915",2021-12-10,21.3,62,3.3,10.4,40.5,7.3
"Amity University Noida, India","AD00088","J0015",2021-12-10,0,1,4,4,35.1,10.1
"Amity University Noida, India","AD00090","J0056",2021-12-10,3.3,11,3.5,7.9,25.2,10.6
"Pretoria, South Africa","AD00103","D0598",2021-12-10,24,69,3.7,11.9,38.3,8
"Pretoria, South Africa","AD00104","J0361",2021-12-10,8.7,27,1.5,3.6,22.7,7.6
"Sonipat, India","AD00096","D0907",2021-12-10,20.2,232,2,7.2,40.7,7.7
"Taichung, Taiwan","AD00094","D0901",2021-12-10,24,73,4.6,16.4,35.6,7.5
"Tainan, Taiwan","AD00092","J0060",2021-12-10,0.8,10,2.7,3.3,38,4.7
"Tainan, Taiwan","AD00101","J0005",2021-12-10,23.6,69,2.9,9.8,38.7,7.6
"AASTU, Ethiopia","AD00093","D0915",2021-12-09,24,52,6,13.6,28.7,12.6
"Amity University Noida, India","AD00088","J0015",2021-12-09,13,40,4.6,13.7,31.1,15.4
"Amity University Noida, India","AD00090","J0056",2021-12-09,23.7,72,5,15.6,32.4,11.2
"Pretoria, South Africa","AD00103","D0598",2021-12-09,23.7,48,9,19,28.7,12.1
"Pretoria, South Africa","AD00104","J0361",2021-12-09,23.7,74,2.8,10.3,36.2,10.3
"Sonipat, India","AD00096","D0907",2021-12-09,23.9,180,4.4,10.6,27.1,13
"Taichung, Taiwan","AD00094","D0901",2021-12-09,23.7,54,5.3,13,27.6,12.2
"Tainan, Taiwan","AD00092","J0060",2021-12-09,23.9,285,2.2,8.7,33.9,9.9
"Tainan, Taiwan","AD00101","J0005",2021-12-09,23.7,45,5.8,11.6,27.7,12.3
"AASTU, Ethiopia","AD00093","D0915",2021-12-08,23.6,72,8.5,18.3,38.6,5.8
"Amity University Noida, India","AD00088","J0015",2021-12-08,23.7,48,6.9,14,30.2,14
"Amity University Noida, India","AD00090","J0056",2021-12-08,23.7,54,10.1,26.1,24.9,13.9
"Pretoria, South Africa","AD00103","D0598",2021-12-08,23.7,73,7.9,18.2,39,5.4
"Pretoria, South Africa","AD00104","J0361",2021-12-08,23.7,52,6.1,12.7,28.5,12.7
"Sonipat, India","AD00096","D0907",2021-12-08,24,289,7.2,16,37.7,6.4
"Taichung, Taiwan","AD00094","D0901",2021-12-08,0.7,3,1.3,1.4,7.9,27.6
"Taichung, Taiwan","AD00094","D0901",2021-12-08,23.7,72,10.2,20.8,36.2,5.7
"Tainan, Taiwan","AD00092","J0060",2021-12-08,23.9,182,6.2,12.7,23.7,13.6
"Tainan, Taiwan","AD00101","J0005",2021-12-08,3.7,12,5.3,7.2,29.8,12.3
"Amity University Noida, India","AD00088","J0015",2021-12-06,18,34,1.1,3.6,32.8,2.4
"Amity University Noida, India","AD00088","J0015",2021-12-06,4.7,15,0.9,1.9,23.7,6.4
"Amity University Noida, India","AD00088","J0015",2021-12-04,19.3,51,11.7,25.7,27.6,17.8
"AASTU, Ethiopia","AD00093","D0901",2021-11-27,9.3,25,1.3,3.9,22.7,15.6
"AASTU, Ethiopia","AD00093","D0901",2021-11-26,23.7,40,3.1,8.2,22.2,15.3
"AASTU, Ethiopia","AD00093","D0901",2021-11-25,18,55,9.1,18.5,48.4,-0.8
"AASTU, Ethiopia","AD00093","D0901",2021-11-25,23.7,72,15.7,32.9,34.5,7.8
"Amity University Noida, India","AD00088","J0364",2021-11-25,5.7,16,5,13,35.3,8.7
"Amity University Noida, India","AD00090","J0368",2021-11-25,5.7,17,8.6,22.5,30,8.3
"Pretoria, South Africa","AD00103","J0118",2021-11-25,7.7,16,3.9,10.6,33.4,7
"Tainan, Taiwan","AD00092","J0362",2021-11-25,9,16,5.8,13.7,28.2,8.4
"Tainan, Taiwan","AD00101","D0901",2021-11-25,4.3,14,3.9,9,37.8,4.5
"AASTU, Ethiopia","AD00091","J0039",2021-11-24,9.3,11,0.4,0.9,41.8,5.6
"Pretoria, South Africa","AD00104","J0366",2021-11-24,11,14,4.8,11.3,33.5,7.1
"Sonipat, India","AD00096","J0367",2021-11-24,12,20,2.7,9.1,32.3,7.6
"Taichung, Taiwan","AD00094","J0369",2021-11-24,11.7,22,5.8,15.2,25.1,10.2
"Tainan, Taiwan","AD00101","D0901",2021-11-24,19.6,48,5.5,18.3,20.4,13.9
"AASTU, Ethiopia","AD00091","J0039",2021-11-23,22,48,1.9,6.5,26.5,14.6
"AASTU, Ethiopia","AD00093","D0901",2021-11-23,20.6,60,4.5,10.8,21.7,14.8
"AASTU, Ethiopia","AD00098","J0365",2021-11-23,0,1,1.6,1.6,24.7,12.4
"AASTU, Ethiopia","AD00098","J0365",2021-11-23,21,48,5.5,13.1,15.8,18.5
"Amity University Noida, India","AD00088","J0364",2021-11-23,21,54,5.5,14.4,23.4,16.9
"Amity University Noida, India","AD00090","J0368",2021-11-23,22.3,41,6.7,17.5,20.3,14.4
"Pretoria, South Africa","AD00103","J0118",2021-11-23,23.3,53,8,33.7,20.1,15
"Pretoria, South Africa","AD00104","J0366",2021-11-23,20.7,52,5.4,12.5,21.1,15.1
"Sonipat, India","AD00096","J0367",2021-11-23,23,31,3.8,9.7,22.4,13
"Taichung, Taiwan","AD00094","J0369",2021-11-23,0,1,2.3,2.3,28.7,10.7
"Taichung, Taiwan","AD00094","J0369",2021-11-23,22.7,42,5.3,12.5,17.2,15.9
"Tainan, Taiwan","AD00092","J0362",2021-11-23,23.3,61,4.6,11.5,17.7,15.3
"Tainan, Taiwan","AD00101","J0148",2021-11-23,2.7,8,2.5,4.4,15.4,22
"Amity University Noida, India","AD00090","J0368",2021-11-21,9.7,26,5.8,13.5,22.1,16.6
"Pretoria, South Africa","AD00104","J0366",2021-11-21,17,44,7.8,13.1,32.8,10.5
"Sonipat, India","AD00096","J0367",2021-11-21,22.7,58,6,10.6,38.5,7.5
"Tainan, Taiwan","AD00092","J0362",2021-11-21,12.3,33,5.2,11.7,21.7,17.3
"AASTU, Ethiopia","AD00098","J0365",2021-11-20,14.3,36,6.8,13.5,28.9,17.5
"Amity University Noida, India","AD00088","J0364",2021-11-20,0,1,8,8,32.1,13.7
"Amity University Noida, India","AD00090","J0368",2021-11-20,23.7,53,6.7,17.7,36.7,10.3
"Pretoria, South Africa","AD00104","J0366",2021-11-20,24,61,5.2,13.9,38.7,11
"Sonipat, India","AD00096","J0367",2021-11-20,24,51,4.8,11.4,44.8,7.9
"Taichung, Taiwan","AD00094","J0369",2021-11-20,23.3,64,6,14.8,32.7,11.8
"Tainan, Taiwan","AD00092","J0362",2021-11-20,23.7,55,5.8,14.1,36.1,10.2
"Pretoria, South Africa","AD00104","D0915",2021-11-11,3.6,12,0.7,1.5,11.8,22.5
"AASTU, Ethiopia","AD00098","D0915",2021-11-10,4.7,14,0.6,1.4,9.1,23.2
"Amity University Noida, India","AD00090","D0915",2021-11-10,4,12,0.8,1.7,9.5,23.7
"Sonipat, India","AD00096","D0915",2021-11-10,4,13,0.3,0.7,8.1,24.9
"Taichung, Taiwan","AD00094","D0915",2021-11-10,4.3,12,1.7,6.1,8.2,22.9
"Tainan, Taiwan","AD00092","D0915",2021-11-10,4,10,0.6,1.8,7.6,24
"AASTU, Ethiopia","AD00098","D0901",2021-11-09,20.7,59,0.7,1.4,12.8,29.3
"Taichung, Taiwan","AD00094","D0901",2021-11-09,20.3,11,0.5,1,12.5,28.9
"Taichung, Taiwan","AD00094","D0901",2021-11-08,0.3,2,0.6,0.8,12.2,29.8
"Sonipat, India","AD00096","J0039",2021-11-06,19.3,27,6.1,13.7,11,30.8
"Sonipat, India","AD00096","J0039",2021-11-05,6.7,6,0.3,0.6,10.9,32.6
"Sonipat, India","AD00096","J0039",2021-11-04,21.7,28,1.9,8.6,13,30.9
"Sonipat, India","AD00096","J0039",2021-11-03,10.7,18,1.3,3.8,13.3,32.7
"Sonipat, India","AD00096","J0039",2021-11-02,19.7,17,2.1,9.2,15.3,30.7
"AASTU, Ethiopia","AD00091","J0148",2021-11-01,14.7,16,0.1,0.1,16.1,43.3
"AASTU, Ethiopia","AD00091","J0148",2021-10-30,0,1,0.1,0.1,18,43.7
"Sonipat, India","AD00096","J0039",2021-10-29,11,32,6.6,18.5,17.5,27.6
"Sonipat, India","AD00096","J0039",2021-10-28,23.7,62,2.7,7,29.6,15.5
"AASTU, Ethiopia","AD00091","J0148",2021-10-27,23.4,23,0.3,0.5,16.3,44
"Sonipat, India","AD00096","J0039",2021-10-27,23.7,29,0.4,1.1,26.7,15.5
"Sonipat, India","AD00096","J0039",2021-10-26,19.7,31,5.2,21,43,16.8
"Tainan, Taiwan","AD00101","J0087",2021-10-18,23.3,70,4.1,10.4,38.9,18.8
"Tainan, Taiwan","AD00101","J0087",2021-10-17,23.7,72,11.4,21,28.5,27
"Tainan, Taiwan","AD00101","J0087",2021-10-16,23.7,72,3,6,11.8,27.8
"AASTU, Ethiopia","AD00091","J0130",2021-10-15,13.7,42,5.3,10.1,29.8,43.6
"Tainan, Taiwan","AD00101","J0087",2021-10-15,24,73,1.3,2.5,10.3,29.9
"Pretoria, South Africa","AD00103","J0093",2021-10-14,0,1,3.7,3.7,11.7,27.8
"Tainan, Taiwan","AD00101","J0087",2021-10-14,23.7,72,5.5,12.4,15.5,27.5
"AASTU, Ethiopia","AD00091","J0135",2021-10-12,2,7,4.5,5.6,41.8,34
"Pretoria, South Africa","AD00103","J0139",2021-10-11,23.6,72,4.9,13.6,18.4,23.5
"Pretoria, South Africa","AD00103","J0139",2021-10-10,23.7,72,6.2,11.3,23.5,27.1
"Pretoria, South Africa","AD00103","J0139",2021-10-09,23.7,72,5.7,8.4,34.3,24.6
"Pretoria, South Africa","AD00103","J0139",2021-10-08,23.6,72,7.4,13.1,44.5,22.3
"Pretoria, South Africa","AD00103","J0139",2021-10-07,23.7,72,17.4,33,46.7,24.6
"Sonipat, India","AD00096","J0133",2021-10-01,0,1,34.6,34.6,55.6,25.7
"Sonipat, India","AD00096","J0137",2021-09-28,23.3,71,30,43.6,43.1,30.3
"Sonipat, India","AD00096","J0137",2021-09-27,23.7,72,25.4,38.4,42.8,29.9
"Sonipat, India","AD00096","J0137",2021-09-26,23.7,72,25.6,42,43,28.3
"Sonipat, India","AD00096","J0137",2021-09-25,23.6,72,17.3,31.7,42.9,27.1
"Sonipat, India","AD00096","J0137",2021-09-24,24,73,9.2,19.1,42.1,26.7
"Sonipat, India","AD00096","J0134",2021-09-22,23.3,71,4.4,12.9,45.9,25.6
"Sonipat, India","AD00096","J0134",2021-09-21,23.7,72,7.8,11.5,50,32.8
"Pretoria, South Africa","AD00103","J0142",2021-09-20,19.7,60,16.8,22.6,36.6,26.7
"Pretoria, South Africa","AD00103","J0142",2021-09-20,1.7,6,17,18.5,17.2,39.1
"Sonipat, India","AD00096","J0134",2021-09-20,23.7,72,5.3,12.1,56.4,29.7
"Sonipat, India","AD00096","J0134",2021-09-19,23.7,72,16.4,22.6,54.9,31.5
"Sonipat, India","AD00096","J0134",2021-09-18,24,73,20.4,29.1,50.1,33.4
"Pretoria, South Africa","AD00103","J0142",2021-09-17,2,7,31.6,33.5,26.5,32.8
"Pretoria, South Africa","AD00104","D0907",2021-09-13,6.3,13,0.8,1.6,22.3,32.1
"Sonipat, India","AD00096","J0102",2021-09-13,23.3,71,28.4,40.2,49,32.3
"Taichung, Taiwan","AD00094","D0901",2021-09-13,21.3,59,3.6,6.1,33.6,25
"Amity University Noida, India","AD00090","J0065",2021-09-12,2,7,6.9,7.7,31.4,29.5
"Pretoria, South Africa","AD00104","D0907",2021-09-12,23,65,4.5,7.4,34.4,27.6
"Sonipat, India","AD00096","J0102",2021-09-12,23.7,72,20.5,30.4,45,32.2
"Taichung, Taiwan","AD00094","D0901",2021-09-12,23.7,72,6.8,10.5,29,28.2
"Tainan, Taiwan","AD00092","J0118",2021-09-12,4,13,5.9,9.8,24.6,32.7
"AASTU, Ethiopia","AD00098","J0060",2021-09-11,16,49,8.1,12.6,12.7,40.2
"Amity University Noida, India","AD00088","J0039",2021-09-11,23.3,67,7.4,12.4,27,33.9
"Amity University Noida, India","AD00090","J0065",2021-09-11,23.7,72,8.1,14.4,23.8,32.1
"Pretoria, South Africa","AD00104","D0907",2021-09-11,23.7,72,8.5,14.2,28.8,30
"Sonipat, India","AD00096","J0102",2021-09-11,23.6,72,18,30.4,43.1,31.2
"Taichung, Taiwan","AD00094","D0901",2021-09-11,23.7,72,15.9,24.7,18.8,31.1
"Tainan, Taiwan","AD00092","J0118",2021-09-11,23.7,72,7.6,12.9,23,31.8
"AASTU, Ethiopia","AD00093","J0016",2021-09-10,0,1,31,31,37.5,21.5
"AASTU, Ethiopia","AD00098","J0060",2021-09-10,23.4,71,18.7,33.1,14.2,36.3
"Amity University Noida, India","AD00088","J0039",2021-09-10,0,1,31.9,31.9,41.3,21.4
"Amity University Noida, India","AD00088","J0039",2021-09-10,23.7,72,19.3,34.7,23.1,33.5
"Amity University Noida, India","AD00090","J0065",2021-09-10,24,73,20.6,36.8,18.5,32.9
"Pretoria, South Africa","AD00104","D0907",2021-09-10,15.7,48,28.2,30.9,30.3,24.8
"Pretoria, South Africa","AD00104","D0907",2021-09-10,23.7,72,20.4,35.1,24,30.3
"Sonipat, India","AD00096","J0102",2021-09-10,24,73,13.4,23.2,42.3,30.5
"Taichung, Taiwan","AD00094","D0901",2021-09-10,1,4,24.5,25.5,2.2,47.8
"Taichung, Taiwan","AD00094","D0901",2021-09-10,23.7,74,30,36.3,24,27.8
"Tainan, Taiwan","AD00092","J0118",2021-09-10,23.7,72,18.2,31,17.5,32.4
"Sonipat, India","AD00096","J0131",2021-09-05,23.3,71,20.9,32.8,41.4,34.5
"Pretoria, South Africa","AD00103","J0143",2021-09-04,6.3,20,3.3,8.1,7.5,42.2
"Sonipat, India","AD00096","J0131",2021-09-04,23.7,72,15.7,26.3,42.5,30.6
"AASTU, Ethiopia","AD00091","J0122",2021-09-03,17.7,54,7.8,14.4,47.6,30.4
"Pretoria, South Africa","AD00103","J0143",2021-09-03,23.6,72,19,28.5,33.7,29.6
"Sonipat, India","AD00096","J0131",2021-09-03,23.7,72,10.2,17.3,41.9,29.9
"AASTU, Ethiopia","AD00091","J0122",2021-09-02,23.7,72,12.7,22.6,54.4,31.3
"Pretoria, South Africa","AD00103","J0143",2021-09-02,24,73,26.5,31.6,39.2,27.8
"Sonipat, India","AD00096","J0131",2021-09-02,24,73,13.9,25,43.7,32.9
"AASTU, Ethiopia","AD00091","J0122",2021-09-01,23.7,72,7.5,11.6,54.7,32
"Taichung, Taiwan","AD00094","D0901",2021-08-30,16.6,51,20.1,28.9,43.1,24.7
"Taichung, Taiwan","AD00094","D0901",2021-08-29,23.7,72,18.6,25.3,24.8,31
"AASTU, Ethiopia","AD00098","J0060",2021-08-28,8.7,27,25.2,32.5,6.1,48.5
"Amity University Noida, India","AD00088","J0039",2021-08-28,6.7,21,26.5,36.4,15.4,44
"Amity University Noida, India","AD00090","D1257",2021-08-28,22.3,68,20.8,28.1,27.1,31.3
"Pretoria, South Africa","AD00104","D1257",2021-08-28,10.3,32,22.5,25.5,17.6,40.3
"Taichung, Taiwan","AD00094","D0901",2021-08-28,23.7,72,13.5,37.9,24.5,31.5
"Tainan, Taiwan","AD00092","J0118",2021-08-28,1.7,6,29.5,31.6,12.3,35.8
"AASTU, Ethiopia","AD00093","J0016",2021-08-27,4,13,3.6,5.1,19,37.6
"AASTU, Ethiopia","AD00098","J0060",2021-08-27,23.7,72,6,15.9,19.1,36
"Amity University Noida, India","AD00088","J0039",2021-08-27,23.7,72,6.4,16.9,28,33.7
"Amity University Noida, India","AD00090","D1257",2021-08-27,23.7,72,14.5,42.5,27.6,30.4
"Pretoria, South Africa","AD00104","D1257",2021-08-27,23.7,72,9.9,36.1,28.5,31.3
"Taichung, Taiwan","AD00094","D0901",2021-08-27,23.7,72,3,6.4,23.6,31.6
"Tainan, Taiwan","AD00092","J0118",2021-08-27,23.6,72,6.8,24.5,22.2,32.8
"AASTU, Ethiopia","AD00093","J0016",2021-08-26,23.7,60,3.2,10.7,25.3,31.8
"Amity University Noida, India","AD00088","J0039",2021-08-26,0,1,1.6,1.6,27.7,31.9
"Amity University Noida, India","AD00088","J0039",2021-08-26,23.6,68,2.7,6.9,28.7,31.5
"Amity University Noida, India","AD00090","D1257",2021-08-26,23.3,68,3.5,9.1,27.8,28.6
"Pretoria, South Africa","AD00103","J0059",2021-08-26,2,6,9.2,16.4,16,41.3
"Pretoria, South Africa","AD00104","D1257",2021-08-26,23.7,68,2.9,7.1,30,28.9
"Taichung, Taiwan","AD00094","D0901",2021-08-26,6,19,3.9,17.5,14.8,37.1
"Tainan, Taiwan","AD00101","D1419",2021-08-26,0,1,0.3,0.3,12.1,37.7
"Tainan, Taiwan","AD00101","J0046",2021-08-26,2,6,5.4,9.5,11,45.2
"AASTU, Ethiopia","AD00093","J0016",2021-08-25,23.6,72,12.6,18.6,33,32.4
"AASTU, Ethiopia","AD00098","J0060",2021-08-25,0,1,20.5,20.5,31.3,27.9
"Amity University Noida, India","AD00088","J0039",2021-08-25,0,1,19.5,19.5,42,25.3
"Amity University Noida, India","AD00090","D1257",2021-08-25,24,75,15.3,21.1,36.9,30.2
"Pretoria, South Africa","AD00103","J0059",2021-08-25,0,1,21.1,21.1,38.3,23.9
"Pretoria, South Africa","AD00103","J0059",2021-08-25,23.7,66,14.1,19.9,33,30.9
"Pretoria, South Africa","AD00104","D0907",2021-08-25,1.9,21,22,25.3,31.5,29.2
"Pretoria, South Africa","AD00104","D1257",2021-08-25,24,73,13.3,18,41,29
"Sonipat, India","AD00096","J0119",2021-08-25,15,46,24.7,36.6,39.7,38.8
"Taichung, Taiwan","AD00094","D0901",2021-08-25,4.7,15,19.4,24,23.9,35
"Tainan, Taiwan","AD00092","J0118",2021-08-25,23.3,71,13.4,20,33.1,30.9
"Tainan, Taiwan","AD00101","J0046",2021-08-25,23.3,65,12.5,18.4,32,32.1
"AASTU, Ethiopia","AD00091","D0907",2021-08-18,3.7,12,22.6,25.4,13.8,49.7
"AASTU, Ethiopia","AD00091","J0046",2021-08-06,0.3,2,29.6,34,39.4,28.4
"AASTU, Ethiopia","AD00091","J0046",2021-08-05,23.7,72,48.8,57.2,32,30
"AASTU, Ethiopia","AD00091","J0046",2021-08-04,23.7,72,46.9,61.3,38.9,27.4
"Tainan, Taiwan","AD00092","J0118",2021-08-04,15.3,47,37.4,51.3,18.8,36.2
"AASTU, Ethiopia","AD00091","J0046",2021-08-03,23.7,72,20.7,30.4,53.5,23.3
"AASTU, Ethiopia","AD00098","J0060",2021-08-03,17.7,54,17.4,29.3,35.3,30.5
"Tainan, Taiwan","AD00092","J0118",2021-08-03,23.7,72,17.9,25.1,45.4,26
"AASTU, Ethiopia","AD00091","J0046",2021-08-02,23,70,32.6,65.9,30.8,35.3
"AASTU, Ethiopia","AD00098","J0060",2021-08-02,23,70,33.5,69.1,20.2,37.6
"Tainan, Taiwan","AD00092","J0118",2021-08-02,23,71,32,64.2,25,33.5
"AASTU, Ethiopia","AD00091","J0046",2021-07-30,6,19,15.7,18.5,32.8,40
"AASTU, Ethiopia","AD00091","J0046",2021-07-29,23.7,72,10.2,26,34.3,32.7
"Tainan, Taiwan","AD00092","J0118",2021-07-29,9.7,30,14.4,24.8,16.4,44
"AASTU, Ethiopia","AD00091","J0046",2021-07-28,23.7,72,11.7,27.7,32.7,34.7
"AASTU, Ethiopia","AD00098","J0060",2021-07-28,16.7,51,8.6,11,12.9,44.8
"Tainan, Taiwan","AD00092","J0118",2021-07-28,23.7,72,11.3,25.9,19.7,37.3
"AASTU, Ethiopia","AD00091","J0046",2021-07-27,23.7,72,8.3,17,30.4,36.6
"AASTU, Ethiopia","AD00098","J0060",2021-07-27,23.7,75,8.6,17.5,19.9,38.9
"Sonipat, India","AD00096","J0121",2021-07-27,6.7,21,16.5,19.1,26.6,45.2
"Tainan, Taiwan","AD00092","J0118",2021-07-27,23.7,72,9.2,17.7,23.8,35
"Sonipat, India","AD00096","J0132",2021-07-23,13.7,42,33.6,45.7,39.8,39.1
